mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
94	94	375/2	375/2	0.5	3/8	3/8	2/4	3	1	i		a	i		i		i								m	1	1	0, -3, 1		0	0
95	95	188	188	0.5	0	0	2/4	3	1	V7(9)/v		a	i		V7(9)/v		V		7	9	v				Mm7	1	1	2, 6, 3, 0	-3	2	2
95	95	377/2	377/2	0.5	1/8	1/8	2/4	3	1	v6		a	i		v6		v		6						m	1	1	-2, 2, 1		1	-2
95	95	189	189	0.5	1/4	1/4	2/4	3	1	V7/V		a	i		V7/V		V		7		V				Mm7	1	1	2, 6, 3, 0		2	2
95	95	379/2	379/2	0.5	3/8	3/8	2/4	3	1	V43(b5)/V	Fr6	a	i		V43(b5)/V		V		43	b5	V				Mm7	1	1	-4, 0, 2, 6		2	-4
96	96	190	190	0.5	0	0	2/4	3	1	V[V}{		a	i	V	V		V							}{	M	1	1	1, 5, 2		1	1
96	96	381/2	381/2	0.5	1/8	1/8	2/4	3	1	iv7		a	i		iv7		iv		7						mm7	1	1	-1, -4, 0, -3		-1	-1
96	96	191	191	0.5	1/4	1/4	2/4	3	1	bIIM7		a	i		bIIM7		bII	M	7						MM7	1	1	-5, -1, -4, 0		-5	-5
96	96	383/2	383/2	0.5	3/8	3/8	2/4	3	1	V7		a	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1	1
97	97	192	192	0.5	0	0	2/4	3	1	#viio7/v		a	i		#viio7/v		#vii	o	7		v				o7	1	1	6, 3, 0, -3		6	6
97	97	385/2	385/2	0.5	1/8	1/8	2/4	3	1	v]		a	i		v		v					]			m	1	1	1, -2, 2		1	1
97	97	193	193	0.5	1/4	1/4	2/4	3	1	V7(6)/V		a	i		V7(6)/V		V		7	6	V				Mm7	1	1	2, 6, 5, 0		2	2
97	97	387/2	387/2	0.5	3/8	3/8	2/4	3	1	V7(b5)/V	Fr7	a	i		V7(b5)/V		V		7	b5	V				Mm7	1	1	2, 6, -4, 0		2	2
98	98	194	194	0.5	0	0	2/4	3	1	V[V		a	i	V	V		V								M	1	1	1, 5, 2		1	1
98	98	389/2	389/2	0.5	1/8	1/8	2/4	3	1	iv7		a	i		iv7		iv		7						mm7	1	1	-1, -4, 0, -3		-1	-1
98	98	195	195	0.5	1/4	1/4	2/4	3	1	bIIM7		a	i		bIIM7		bII	M	7						MM7	1	1	-5, -1, -4, 0		-5	-5
98	98	391/2	391/2	0.5	3/8	3/8	2/4	3	1	V7		a	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1	1
99	99	196	196	0.5	0	0	2/4	3	1	#viio7/v		a	i		#viio7/v		#vii	o	7		v				o7	1	1	6, 3, 0, -3		6	6
99	99	393/2	393/2	0.5	1/8	1/8	2/4	3	1	v]		a	i		v		v					]			m	1	1	1, -2, 2		1	1
99	99	197	197	0.5	1/4	1/4	2/4	3	1	V7(6)/V		a	i		V7(6)/V		V		7	6	V				Mm7	1	1	2, 6, 5, 0		2	2
99	99	395/2	395/2	0.5	3/8	3/8	2/4	3	1	V7(b5)/V	Fr7	a	i		V7(b5)/V		V		7	b5	V				Mm7	1	1	2, 6, -4, 0		2	2
100	100	198	198	0.5	0	0	2/4	3	1	V[V		a	i	V	V		V								M	1	1	1, 5, 2		1	1
100	100	397/2	397/2	0.5	1/8	1/8	2/4	3	1	iv7		a	i		iv7		iv		7						mm7	1	1	-1, -4, 0, -3		-1	-1
100	100	199	199	0.5	1/4	1/4	2/4	3	1	bIIM7]		a	i		bIIM7		bII	M	7			]			MM7	1	1	-5, -1, -4, 0		-5	-5
100	100	399/2	399/2	0.5	3/8	3/8	2/4	3	1	V43(b5)/V	Fr6	a	i		V43(b5)/V		V		43	b5	V				Mm7	1	1	-4, 0, 2, 6		2	-4
101	101	200	200	0.5	0	0	2/4	3	1	V[V		a	i	V	V		V								M	1	1	1, 5, 2		1	1
101	101	401/2	401/2	0.5	1/8	1/8	2/4	3	1	iv7		a	i		iv7		iv		7						mm7	1	1	-1, -4, 0, -3		-1	-1
101	101	201	201	0.5	1/4	1/4	2/4	3	1	bIIM7]		a	i		bIIM7		bII	M	7			]			MM7	1	1	-5, -1, -4, 0		-5	-5
101	101	403/2	403/2	0.5	3/8	3/8	2/4	3	1	V43(b5)/V	Fr6	a	i		V43(b5)/V		V		43	b5	V				Mm7	1	1	-4, 0, 2, 6		2	-4
102	102	202	202	0.5	0	0	2/4	3	1	V[V		a	i	V	V		V								M	1	1	1, 5, 2		1	1
102	102	405/2	405/2	0.5	1/8	1/8	2/4	3	1	VI		a	i		VI		VI								M	1	1	-4, 0, -3		-4	-4
102	102	203	203	0.5	1/4	1/4	2/4	3	1	bIIM7		a	i		bIIM7		bII	M	7						MM7	1	1	-5, -1, -4, 0		-5	-5
102	102	407/2	407/2	0.5	3/8	3/8	2/4	3	1	V		a	i		V		V								M	1	1	1, 5, 2		1	1
103	103	204	204	0.5	0	0	2/4	3	1	#viio7/v		a	i		#viio7/v		#vii	o	7		v				o7	1	1	6, 3, 0, -3		6	6
103	103	409/2	409/2	0.5	1/8	1/8	2/4	3	1	v		a	i		v		v								m	1	1	1, -2, 2		1	1
103	103	205	205	0.5	1/4	1/4	2/4	3	1	V7/v		a	i		V7/v		V		7		v				Mm7	1	1	2, 6, 3, 0		2	2
103	103	411/2	411/2	0.5	3/8	3/8	2/4	3	1	V7(6)/v		a	i		V7(6)/v		V		7	6	v				Mm7	1	1	2, 6, -2, 0		2	2
104	104	206	206	0.5	0	0	2/4	3	1	#viio65/iv		a	i		#viio65/iv		#vii	o	65		iv				o7	1	1	1, -2, -5, 4		4	1
104	104	413/2	413/2	0.5	1/8	1/8	2/4	3	1	V7/III		a	i		V7/III		V		7		III				Mm7	1	1	-2, 2, -1, -4		-2	-2
104	104	207	207	0.5	1/4	1/4	2/4	3	1	IIIM7		a	i		IIIM7		III	M	7						MM7	1	1	-3, 1, -2, 2		-3	-3
104	104	415/2	415/2	0.5	3/8	3/8	2/4	3	1	#viio7/iv		a	i		#viio7/iv		#vii	o	7		iv				o7	1	1	4, 1, -2, -5		4	4
105	105	208	208	0.5	0	0	2/4	3	1	iv		a	i		iv		iv								m	1	1	-1, -4, 0		-1	-1
105	105	417/2	417/2	3.5	1/8	1/8	2/4	3	1	V}		a	i		V		V							}	M	1	1	1, 5, 2		1	1
107	107	212	212	1.0	0	0	2/4	3	1	V7]{		a	i		V7		V		7			]		{	Mm7	1	1	1, 5, 2, -1		1	1
107	107	213	213	1.0	1/4	1/4	2/4	3	1	V7(9#6#4)		a	i		V7(9#6#4)		V		7	9#6#4					Mm7	1	1	1, 5, 7, 4	-4	1	1
108	108	214	214	1.0	0	0	2/4	3	1	V7		a	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1	1
108	108	215	215	1.0	1/4	1/4	2/4	3	1	V7(9#6#4)		a	i		V7(9#6#4)		V		7	9#6#4					Mm7	1	1	1, 5, 7, 4	-4	1	1
109	109	216	216	1.0	0	0	2/4	3	1	V7		a	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1	1
109	109	217	217	1.0	1/4	1/4	2/4	3	1	V7(9#6#4)		a	i		V7(9#6#4)		V		7	9#6#4					Mm7	1	1	1, 5, 7, 4	-4	1	1
110	110	218	218	5.0	0	0	2/4	3	1	v43	III6(+6)	a	i		v43		v		43						mm7	1	1	2, -1, 1, -2		1	2
112	112	223	223	1.0	1/4	1/4	2/4	3	1	V7(b10)		a	i		V7(b10)		V		7	b10					Mm7	1	1	1, 5, 2, -1	-2	1	1
113	113	224	224	1.5	0	0	2/4	3	1	V7(9)|HC}		a	i		V7(9)		V		7	9			HC	}	Mm7	1	1	1, 5, 2, -1	-4	1	1
113	113	451/2	451/2	0.5	3/8	3/8	2/4	3	1	i{		a	i		i		i							{	m	1	1	0, -3, 1		0	0
114	114	226	226	0.5	0	0	2/4	3	1	V/iv		a	i		V/iv		V				iv				M	1	1	0, 4, 1		0	0
114	114	453/2	453/2	0.5	1/8	1/8	2/4	3	1	iv64		a	i		iv64		iv		64						m	1	1	0, -1, -4		-1	0
114	114	227	227	0.5	1/4	1/4	2/4	3	1	bII6/iv		a	i		bII6/iv		bII		6		iv				M	1	1	-2, -5, -6		-6	-2
114	114	455/2	455/2	0.5	3/8	3/8	2/4	3	1	iv/iv	bIIM65/iv	a	i		iv/iv		iv				iv				m	1	1	-2, -5, -1		-2	-2
115	115	228	228	0.5	0	0	2/4	3	1	V/iv		a	i		V/iv		V				iv				M	1	1	0, 4, 1		0	0
115	115	457/2	457/2	0.5	1/8	1/8	2/4	3	1	iv64		a	i		iv64		iv		64						m	1	1	0, -1, -4		-1	0
115	115	229	229	0.5	1/4	1/4	2/4	3	1	III(#2)/iv		a	i		III(#2)/iv		III			#2	iv				M	1	1	-4, 5, -3		-4	-4
115	115	459/2	459/2	0.5	3/8	3/8	2/4	3	1	III/iv		a	i		III/iv		III				iv				M	1	1	-4, 0, -3		-4	-4
116	116	230	230	0.5	0	0	2/4	3	1	iio6/iv		a	i		iio6/iv		ii	o	6		iv				o	1	1	-2, -5, 1		1	-2
116	116	461/2	461/2	0.5	1/8	1/8	2/4	3	1	iv		a	i		iv		iv								m	1	1	-1, -4, 0		-1	-1
116	116	231	231	0.5	1/4	1/4	2/4	3	1	III(#2)/iv		a	i		III(#2)/iv		III			#2	iv				M	1	1	-4, 5, -3		-4	-4
116	116	463/2	463/2	0.5	3/8	3/8	2/4	3	1	III/iv		a	i		III/iv		III				iv				M	1	1	-4, 0, -3		-4	-4
117	117	232	232	0.5	0	0	2/4	3	1	iv6(9b6)		a	i		iv6(9b6)		iv		6	9b6					m	1	1	-4, -5, -1	1	-1	-4
117	117	465/2	465/2	0.5	1/8	1/8	2/4	3	1	iv6		a	i		iv6		iv		6						m	1	1	-4, 0, -1		-1	-4
117	117	233	233	0.5	1/4	1/4	2/4	3	1	iv(#4)		a	i		iv(#4)		iv			#4					m	1	1	-1, -4, 5		-1	-1
117	117	467/2	467/2	0.5	3/8	3/8	2/4	3	1	iv7		a	i		iv7		iv		7						mm7	1	1	-1, -4, 0, -3		-1	-1
118	118	234	234	0.5	0	0	2/4	3	1	VII7/iv		a	i		VII7/iv		VII		7		iv				Mm7	1	1	-3, 1, -2, -5		-3	-3
118	118	469/2	469/2	0.5	1/8	1/8	2/4	3	1	iv		a	i		iv		iv								m	1	1	-1, -4, 0		-1	-1
118	118	235	235	1.0	1/4	1/4	2/4	3	1	#iv[#viio7		a	i	#iv	#viio7		#vii	o	7						o7	1	1	5, 2, -1, -4		5	5
119	119	236	236	1.5	0	0	2/4	3	1	viio7/V		a	i		viio7/V		vii	o	7		V				o7	1	1	6, 3, 0, -3		6	6
119	119	475/2	475/2	0.5	3/8	3/8	2/4	3	1	Fr6]	V43(#5)/III	a	i		Fr6	Fr	V		43	b5	V	]			Fr	1	1	-4, 0, 2, 6		2	-4
120	120	238	238	1.0	0	0	2/4	3	1	III6		a	i		III6		III		6						M	1	1	1, -2, -3		-3	1
120	120	239	239	0.5	1/4	1/4	2/4	3	1	iv/III		a	i		iv/III		iv				III				m	1	1	-4, -7, -3		-4	-4
120	120	479/2	479/2	0.5	3/8	3/8	2/4	3	1	viio65/V	viio7/V/III	a	i		viio65/V		vii	o	65		V				o7	1	1	3, 0, -3, 6		6	3
121	121	240	240	0.5	0	0	2/4	3	1	V/III	VII	a	i		V/III		V				III				M	1	1	-2, 2, -1		-2	-2
121	121	481/2	481/2	0.5	1/8	1/8	2/4	3	1	bII64	VI	a	i		bII64		bII		64						M	1	1	-4, -5, -1		-5	-4
121	121	241	241	0.5	1/4	1/4	2/4	3	1	V|HC}		a	i		V		V						HC	}	M	1	1	1, 5, 2		1	1
121	121	483/2	483/2	0.5	3/8	3/8	2/4	3	1	V7/iv{	V7/ii/III	a	i		V7/iv		V		7		iv			{	Mm7	1	1	0, 4, 1, -2		0	0
122	122	242	242	3.0	0	0	2/4	3	1	iv(4)		a	i		iv(4)		iv			4					m	1	1	-1, -2, 0		-1	-1
123	123	245	245	0.5	1/4	1/4	2/4	3	1	VII7(6^2)		a	i		VII7(6^2)		VII		7	6^2					Mm7	1	1	-2, 0, 1, -4		-2	-2
123	123	491/2	491/2	0.5	3/8	3/8	2/4	3	1	VII7		a	i		VII7		VII		7						Mm7	1	1	-2, 2, -1, -4		-2	-2
124	124	246	246	3.0	0	0	2/4	3	1	III(4)		a	i		III(4)		III			4					M	1	1	-3, -4, -2		-3	-3
125	125	249	249	0.5	1/4	1/4	2/4	3	1	VIM7(6^2)		a	i		VIM7(6^2)		VI	M	7	6^2					MM7	1	1	-4, -2, -1, 1		-4	-4
125	125	499/2	499/2	0.5	3/8	3/8	2/4	3	1	VIM7		a	i		VIM7		VI	M	7						MM7	1	1	-4, 0, -3, 1		-4	-4
126	126	250	250	0.5	0	0	2/4	3	1	bII(4)		a	i		bII(4)		bII			4					M	1	1	-5, 1, -4		-5	-5
126	126	501/2	501/2	5.5	1/8	1/8	2/4	3	1	bII		a	i		bII		bII								M	1	1	-5, -1, -4		-5	-5
129	129	256	256	2.0	0	0	2/4	3	1	V		a	i		V		V								M	1	1	1, 5, 2		1	1
130	130	258	258	1.5	0	0	2/4	3	1	i|PAC}{		a	i		i		i						PAC	}{	m	1	1	0, -3, 1		0	0
130	130	519/2	519/2	0.5	3/8	3/8	2/4	3	1	VI		a	i		VI		VI								M	1	1	-4, 0, -3		-4	-4
131	131	260	260	0.5	0	0	2/4	3	1	V2(b9)/iv		a	i		V2(b9)/iv		V		2	b9	iv				Mm7	1	1	-2, 0, 4, 1	-12	0	-2
131	131	521/2	521/2	0.5	1/8	1/8	2/4	3	1	iv6		a	i		iv6		iv		6						m	1	1	-4, 0, -1		-1	-4
131	131	261	261	0.5	1/4	1/4	2/4	3	1	ii%43		a	i		ii%43		ii	%	43						%7	1	1	-4, 0, 2, -1		2	-4
131	131	523/2	523/2	0.5	3/8	3/8	2/4	3	1	ii%65		a	i		ii%65		ii	%	65						%7	1	1	-1, -4, 0, 2		2	-1
132	132	262	262	1.0	0	0	2/4	3	1	i6		a	i		i6		i		6						m	1	1	-3, 1, 0		0	-3
132	132	263	263	2.0	1/4	1/4	2/4	3	1	V(64)/bI		a	i		V(64)/bI		V			64	bI				M	1	1	-6, -7, -3		-6	-6
133	133	265	265	1.0	1/4	1/4	2/4	3	1	V7/bI		a	i		V7/bI		V		7		bI				Mm7	1	1	-6, -2, -5, -8		-6	-6
134	134	266	266	0.5	0	0	2/4	3	1	i}{		a	i		i		i							}{	m	1	1	0, -3, 1		0	0
134	134	533/2	533/2	0.5	1/8	1/8	2/4	3	1	V2/iv		a	i		V2/iv		V		2		iv				Mm7	1	1	-2, 0, 4, 1		0	-2
134	134	267	267	0.5	1/4	1/4	2/4	3	1	iv6		a	i		iv6		iv		6						m	1	1	-4, 0, -1		-1	-4
134	134	535/2	535/2	0.5	3/8	3/8	2/4	3	1	V43(b5)/iv		a	i		V43(b5)/iv		V		43	b5	iv				Mm7	1	1	-6, -2, 0, 4		0	-6
135	135	268	268	0.5	0	0	2/4	3	1	bII6		a	i		bII6		bII		6						M	1	1	-1, -4, -5		-5	-1
135	135	537/2	537/2	0.5	1/8	1/8	2/4	3	1	bV	IV/bII	a	i		bV		bV								M	1	1	-6, -2, -5		-6	-6
135	135	269	269	0.5	1/4	1/4	2/4	3	1	V43(6)		a	i		V43(6)		V		43	6					Mm7	1	1	-3, -1, 1, 5		1	-3
135	135	539/2	539/2	0.5	3/8	3/8	2/4	3	1	Fr6/iv	V43(b5)	a	i		Fr6/iv	Fr	V		43	b5	V/iv				Fr	1	1	-5, -1, 1, 5		1	-5
136	136	270	270	0.5	0	0	2/4	3	1	i		a	i		i		i								m	1	1	0, -3, 1		0	0
136	136	541/2	541/2	0.5	1/8	1/8	2/4	3	1	V2/iv		a	i		V2/iv		V		2		iv				Mm7	1	1	-2, 0, 4, 1		0	-2
136	136	271	271	0.5	1/4	1/4	2/4	3	1	iv6		a	i		iv6		iv		6						m	1	1	-4, 0, -1		-1	-4
136	136	543/2	543/2	0.5	3/8	3/8	2/4	3	1	V43(b5)/iv		a	i		V43(b5)/iv		V		43	b5	iv				Mm7	1	1	-6, -2, 0, 4		0	-6
137	137	272	272	0.5	0	0	2/4	3	1	bII6		a	i		bII6		bII		6						M	1	1	-1, -4, -5		-5	-1
137	137	545/2	545/2	0.5	1/8	1/8	2/4	3	1	bV	IV/bII	a	i		bV		bV								M	1	1	-6, -2, -5		-6	-6
137	137	273	273	0.5	1/4	1/4	2/4	3	1	V43(6)		a	i		V43(6)		V		43	6					Mm7	1	1	-3, -1, 1, 5		1	-3
137	137	547/2	547/2	0.5	3/8	3/8	2/4	3	1	Fr6/iv	V43(b5)	a	i		Fr6/iv	Fr	V		43	b5	V/iv				Fr	1	1	-5, -1, 1, 5		1	-5
138	138	274	274	0.5	0	0	2/4	3	1	i[V/iv		a	i	i	V/iv		V				iv				M	1	1	0, 4, 1		0	0
138	138	549/2	549/2	0.5	1/8	1/8	2/4	3	1	bII		a	i		bII		bII								M	1	1	-5, -1, -4		-5	-5
138	138	275	275	0.5	1/4	1/4	2/4	3	1	V7/#VII		a	i		V7/#VII		V		7		#VII				Mm7	1	1	6, 10, 7, 4		6	6
138	138	551/2	551/2	0.5	3/8	3/8	2/4	3	1	V/iv		a	i		V/iv		V				iv				M	1	1	0, 4, 1		0	0
139	139	276	276	0.5	0	0	2/4	3	1	VI(#2)		a	i		VI(#2)		VI			#2					M	1	1	-4, 5, -3		-4	-4
139	139	553/2	553/2	0.5	1/8	1/8	2/4	3	1	bII		a	i		bII		bII								M	1	1	-5, -1, -4		-5	-5
139	139	277	277	0.5	1/4	1/4	2/4	3	1	V7		a	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1	1
139	139	555/2	555/2	0.5	3/8	3/8	2/4	3	1	V7(6)		a	i		V7(6)		V		7	6					Mm7	1	1	1, 5, -3, -1		1	1
140	140	278	278	0.5	0	0	2/4	3	1	#viio43/v		a	i		#viio43/v		#vii	o	43		v				o7	1	1	0, -3, 6, 3		6	0
140	140	557/2	557/2	0.5	1/8	1/8	2/4	3	1	v		a	i		v		v								m	1	1	1, -2, 2		1	1
140	140	279	279	0.5	1/4	1/4	2/4	3	1	V65/v		a	i		V65/v		V		65		v				Mm7	1	1	6, 3, 0, 2		2	6
140	140	559/2	559/2	0.5	3/8	3/8	2/4	3	1	V7(6)/v		a	i		V7(6)/v		V		7	6	v				Mm7	1	1	2, 6, -2, 0		2	2
141	141	280	280	0.5	0	0	2/4	3	1	#viio43/iv		a	i		#viio43/iv		#vii	o	43		iv				o7	1	1	-2, -5, 4, 1		4	-2
141	141	561/2	561/2	0.5	1/8	1/8	2/4	3	1	V7/III		a	i		V7/III		V		7		III				Mm7	1	1	-2, 2, -1, -4		-2	-2
141	141	281	281	0.5	1/4	1/4	2/4	3	1	IIIM7		a	i		IIIM7		III	M	7						MM7	1	1	-3, 1, -2, 2		-3	-3
141	141	563/2	563/2	0.5	3/8	3/8	2/4	3	1	#viio7/iv		a	i		#viio7/iv		#vii	o	7		iv				o7	1	1	4, 1, -2, -5		4	4
142	142	282	282	0.5	0	0	2/4	3	1	IV		a	i		IV		IV								M	1	1	-1, 3, 0		-1	-1
142	142	565/2	565/2	0.5	1/8	1/8	2/4	3	1	VI		a	i		VI		VI								M	1	1	-4, 0, -3		-4	-4
142	142	283	283	2.5	1/4	1/4	2/4	3	1	i]		a	i		i		i					]			m	1	1	0, -3, 1		0	0
143	143	571/2	571/2	0.30000000000001137	3/8	3/8	2/4	3	1	V7/bI		a	i		V7/bI		V		7		bI				Mm7	1	1	-6, -2, -5, -8		-6	-6
143	143	1429/5	1429/5	0.19999999999998863	9/20	9/20	2/4	3	1	vo7		a	i		vo7		v	o	7						o7	1	1	1, -2, -5, -8		1	1
144	144	286	286	2.0	0	0	2/4	3	1	i|PAC}		a	i		i		i						PAC	}	m	1	1	0, -3, 1		0	0
